date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:02:15	48330/48330	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2016%20Aug%202025%2006:47:42%20GMT	https://aptiskey.com/js/adminlte/adminlte.js	C:/clone_site/minihippo_cloning/aptiskey.com/js/adminlte/adminlte.js	(from https://aptiskey.com/)
15:02:16	44136/44136	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ac68-r6weqpeow1oiVRxzil/Bucd3U5Q%22	https://cdn.jsdelivr.net/npm/sortablejs@1.15.0/Sortable.min.js	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/sortablejs@1.15.0/Sortable.min.js	(from https://aptiskey.com/)
15:02:16	5248/5248	---M--	200	added ('OK')	font/woff2	etag:W/%221480-dZS/eVb2CCaL2UNA+sA3U4iXl1w%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:17	6732/6732	---M--	200	added ('OK')	font/woff	etag:W/%221a4c-3NzS/ELoPadj8Kf6d8sYhX79YqA%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-ext-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:17	9168/9168	---M--	200	added ('OK')	font/woff2	etag:W/%2223d0-eKl5d5m6cOLYHhsZV8QSZCdAKw0%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:18	11496/11496	---M--	200	added ('OK')	font/woff	etag:W/%222ce8-YzA75jx50GHBvtLB68cO24Ba1u0%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-cyrillic-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:19	5212/5212	---M--	200	added ('OK')	font/woff2	etag:W/%22145c-GyXTdhoIy5YNzg/t8AFBJZuYyHU%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:19	6972/6972	---M--	200	added ('OK')	font/woff	etag:W/%221b3c-An1z6EV2PoK5Al92YZ2PWptOiOM%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-ext-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:20	7520/7520	---M--	200	added ('OK')	font/woff2	etag:W/%221d60-kLsl63PdXNBzsjW7CVFf8p/gBOw%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:20	9492/9492	---M--	200	added ('OK')	font/woff	etag:W/%222514-yOissig9EIPdQt+GNu0wCqYrTwc%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-greek-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:21	5640/5640	---M--	200	added ('OK')	font/woff2	etag:W/%221608-UJYaMmvHfvfCSKnmPpa1WdEwMRc%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-vietnamese-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-vietnamese-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:21	7660/7660	---M--	200	added ('OK')	font/woff	etag:W/%221dec-HAch8WIgPFr34Bu1t+IiL0AO4Rs%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-vietnamese-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-vietnamese-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:22	26816/26816	---M--	200	added ('OK')	font/woff2	etag:W/%2268c0-7AmYjQcBc6qe/B3om6Kw6eRZStg%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-ext-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-ext-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:22	35496/35496	---M--	200	added ('OK')	font/woff	etag:W/%228aa8-eTuysU5bbI8ayXhZzzCG2eLNwzk%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-ext-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-ext-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:23	15008/15008	---M--	200	added ('OK')	font/woff2	etag:W/%223aa0-R3zmzCrW27tgSPf7/stA+vdUUiU%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-400-normal.woff2	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-400-normal.woff2	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:24	19272/19272	---M--	200	added ('OK')	font/woff	etag:W/%224b48-nEijRh+2KcOCtAU6+uzD8L+8hlY%22	https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-400-normal.woff	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/files/source-sans-3-latin-400-normal.woff	(from https://cdn.jsdelivr.net/npm/@fontsource/source-sans-3@5.0.12/index.css)
15:02:24	134044/134044	---M--	200	added ('OK')	font/woff2	etag:W/%2220b9c-tEH8/5OeJPoJBqN7d4h4i5/du2g%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/fonts/bootstrap-icons.woff2?e34853135f9e39acf64315236852cd5a	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/fonts/bootstrap-icons04d5.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/bootstrap-icons.min.css)
15:02:25	180288/180288	---M--	200	added ('OK')	font/woff	etag:W/%222c040-diAQx5tKBeETH8j7Oxrv8yTYAz8%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/fonts/bootstrap-icons.woff?e34853135f9e39acf64315236852cd5a	C:/clone_site/minihippo_cloning/cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/fonts/bootstrap-icons04d5.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.13.1/font/bootstrap-icons.min.css)
15:02:25	5305/5305	---M-Z	200	added ('OK')	text/html	etag:W/%2214b9-19999657820%22	https://aptiskey.com/reading_question1.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question1.html	(from https://aptiskey.com/reading_question.html)
15:02:26	5915/5915	---M-Z	200	added ('OK')	text/html	etag:W/%22171b-199d2555dd0%22	https://aptiskey.com/reading_question2.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question2.html	(from https://aptiskey.com/reading_question.html)
15:02:26	5095/5095	---M-Z	200	added ('OK')	text/html	etag:W/%2213e7-199d2506c30%22	https://aptiskey.com/reading_question4.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question4.html	(from https://aptiskey.com/reading_question.html)
15:02:27	5733/5733	---M-Z	200	added ('OK')	text/html	etag:W/%221665-199d25c9960%22	https://aptiskey.com/reading_question5.html	C:/clone_site/minihippo_cloning/aptiskey.com/reading_question5.html	(from https://aptiskey.com/reading_question.html)
15:02:27	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-19999652a00%22	https://aptiskey.com/readingkey016.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey016.html	(from https://aptiskey.com/reading_bode.html)
15:02:28	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-199996539a0%22	https://aptiskey.com/readingkey017.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey017.html	(from https://aptiskey.com/reading_bode.html)
15:02:28	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-19999654940%22	https://aptiskey.com/readingkey018.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey018.html	(from https://aptiskey.com/reading_bode.html)
15:02:29	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-19999655110%22	https://aptiskey.com/readingkey019.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey019.html	(from https://aptiskey.com/reading_bode.html)
15:02:30	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-199996558e0%22	https://aptiskey.com/readingkey020.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey020.html	(from https://aptiskey.com/reading_bode.html)
15:02:30	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-19999656880%22	https://aptiskey.com/readingkey021.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey021.html	(from https://aptiskey.com/reading_bode.html)
15:02:31	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-199d91cf650%22	https://aptiskey.com/readingkey022.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey022.html	(from https://aptiskey.com/reading_bode.html)
15:02:31	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-199d91dd8e0%22	https://aptiskey.com/readingkey023.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey023.html	(from https://aptiskey.com/reading_bode.html)
15:02:32	12443/12443	---M-Z	200	added ('OK')	text/html	etag:W/%22309b-199d91dc940%22	https://aptiskey.com/readingkey024.html	C:/clone_site/minihippo_cloning/aptiskey.com/readingkey024.html	(from https://aptiskey.com/reading_bode.html)
15:02:32	7695/7695	---M-Z	200	added ('OK')	text/html	etag:W/%221e0f-1999968bc10%22	https://aptiskey.com/listening_question1_13.html	C:/clone_site/minihippo_cloning/aptiskey.com/listening_question1_13.html	(from https://aptiskey.com/listening_question.html)
15:02:33	7469/7469	---M-Z	200	added ('OK')	text/html	etag:W/%221d2d-1999968c3e0%22	https://aptiskey.com/listening_question14.html	C:/clone_site/minihippo_cloning/aptiskey.com/listening_question14.html	(from https://aptiskey.com/listening_question.html)
15:02:33	6719/6719	---M-Z	200	added ('OK')	text/html	etag:W/%221a3f-1999968d380%22	https://aptiskey.com/listening_question15.html	C:/clone_site/minihippo_cloning/aptiskey.com/listening_question15.html	(from https://aptiskey.com/listening_question.html)
15:02:34	6757/6757	---M-Z	200	added ('OK')	text/html	etag:W/%221a65-1999968db50%22	https://aptiskey.com/listening_question16_17.html	C:/clone_site/minihippo_cloning/aptiskey.com/listening_question16_17.html	(from https://aptiskey.com/listening_question.html)
15:02:35	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-199996827a0%22	https://aptiskey.com/listeningkey001.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey001.html	(from https://aptiskey.com/listening_bode.html)
15:02:35	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999682f70%22	https://aptiskey.com/listeningkey002.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey002.html	(from https://aptiskey.com/listening_bode.html)
15:02:36	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999683f10%22	https://aptiskey.com/listeningkey003.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey003.html	(from https://aptiskey.com/listening_bode.html)
15:02:36	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-199996846e0%22	https://aptiskey.com/listeningkey004.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey004.html	(from https://aptiskey.com/listening_bode.html)
15:02:37	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999685680%22	https://aptiskey.com/listeningkey005.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey005.html	(from https://aptiskey.com/listening_bode.html)
15:02:37	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999685e50%22	https://aptiskey.com/listeningkey006.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey006.html	(from https://aptiskey.com/listening_bode.html)
15:02:38	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999686df0%22	https://aptiskey.com/listeningkey007.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey007.html	(from https://aptiskey.com/listening_bode.html)
15:02:38	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-199996875c0%22	https://aptiskey.com/listeningkey008.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey008.html	(from https://aptiskey.com/listening_bode.html)
15:02:39	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999688560%22	https://aptiskey.com/listeningkey009.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey009.html	(from https://aptiskey.com/listening_bode.html)
15:02:39	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999688d30%22	https://aptiskey.com/listeningkey010.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey010.html	(from https://aptiskey.com/listening_bode.html)
15:02:40	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999689500%22	https://aptiskey.com/listeningkey011.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey011.html	(from https://aptiskey.com/listening_bode.html)
15:02:41	19098/19098	---M-Z	200	added ('OK')	text/html	etag:W/%224a9a-19999689cd0%22	https://aptiskey.com/listeningkey012.html	C:/clone_site/minihippo_cloning/aptiskey.com/listeningkey012.html	(from https://aptiskey.com/listening_bode.html)
15:02:41	10093/10093	---M-Z	200	added ('OK')	text/html	etag:W/%22276d-1999968b440%22	https://aptiskey.com/listening_meo_cau15.html	C:/clone_site/minihippo_cloning/aptiskey.com/listening_meo_cau15.html	(from https://aptiskey.com/listening_meo.html)
15:02:42	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999693910%22	https://aptiskey.com/writingkey001.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey001.html	(from https://aptiskey.com/writing_bode.html)
15:02:42	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996940e0%22	https://aptiskey.com/writingkey002.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey002.html	(from https://aptiskey.com/writing_bode.html)
15:02:43	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996948b0%22	https://aptiskey.com/writingkey003.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey003.html	(from https://aptiskey.com/writing_bode.html)
15:02:43	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999695080%22	https://aptiskey.com/writingkey004.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey004.html	(from https://aptiskey.com/writing_bode.html)
15:02:44	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999696020%22	https://aptiskey.com/writingkey005.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey005.html	(from https://aptiskey.com/writing_bode.html)
15:02:44	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-199996967f0%22	https://aptiskey.com/writingkey006.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey006.html	(from https://aptiskey.com/writing_bode.html)
15:02:45	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999696fc0%22	https://aptiskey.com/writingkey007.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey007.html	(from https://aptiskey.com/writing_bode.html)
15:02:46	11617/11617	---M-Z	200	added ('OK')	text/html	etag:W/%222d61-19999697f60%22	https://aptiskey.com/writingkey008.html	C:/clone_site/minihippo_cloning/aptiskey.com/writingkey008.html	(from https://aptiskey.com/writing_bode.html)
